,polarity_score,"('polarity_score', 0)","('polarity_score', 1)","('polarity_score', 2)","('polarity_score', 3)","('polarity_score', 4)","('polarity_score', 5)","('polarity_score', 6)","('polarity_score', 7)","('polarity_score', 8)","('polarity_score', 9)","('polarity_score', 10)","('polarity_score', 11)","('polarity_score', 12)","('polarity_score', 13)","('polarity_score', 14)","('polarity_score', 15)","('polarity_score', 16)","('polarity_score', 17)","('polarity_score', 18)","('polarity_score', 19)","('polarity_score', 20)","('polarity_score', 21)","('polarity_score', 22)","('polarity_score', 23)"
2019-08-08,0.2553073913043478,0.49160000000000004,0.33869999999999995,0.3852500000000001,0.05272,0.27961,0.2383,-0.08287999999999998,0.71145,0.0962,0.37775,0.6428,0.21256666666666665,0.31144400000000005,0.21959574468085102,0.35261956521739135,0.2061088888888889,0.26500270270270276,0.28941666666666666,0.16177179487179488,0.24416538461538467,0.22417600000000004,0.2349818181818182,0.18995185185185187,0.32981818181818184
2019-08-09,0.22742673796791435,0.15250000000000002,0.5785272727272728,0.1691923076923077,0.36212999999999995,0.4321,0.9177,,0.5661666666666666,0.31112,-0.39799999999999996,0.43429999999999996,0.4548571428571428,0.30814444444444444,0.30264090909090907,0.2406060606060606,0.020586666666666663,0.233078125,0.3965592592592592,0.08320000000000001,0.276120634920635,0.08168947368421053,0.1391666666666667,0.14795714285714287,0.22348333333333334
2019-08-10,0.3620527472527472,0.431725,0.07164999999999999,0.534475,0.7173,0.1425666666666667,,0.24563333333333337,,0.5537,0.3601,0.7079333333333334,0.7464,0.9792,0.01403333333333334,0.4064375,0.3494428571428571,0.49919,0.23401666666666668,0.39677999999999997,0.037349999999999994,0.35359999999999997,0.09284999999999999,0.2795166666666667,0.44723333333333337
2019-08-11,0.2838447916666667,0.5038666666666667,0.4324625,0.09705555555555556,0.533625,-0.15638000000000002,,0.5593,0.131,-0.8551,0.1155,,0.12753333333333333,-0.09504999999999997,0.371225,0.18170000000000003,0.4939777777777778,0.4154,0.009550000000000003,0.4610444444444444,0.144825,0.46671250000000003,0.5057333333333333,0.38114,0.006050000000000014
2019-08-12,0.20915097493036225,-0.18484444444444445,0.2850529411764706,0.033125,0.35967,0.27863333333333334,0.5324,0.365,,0.547,0.49408,-0.1604125,-0.020407142857142853,0.3124071428571429,0.08992777777777777,0.31077209302325576,0.33386562499999994,0.22161034482758624,0.23490999999999995,0.12058333333333336,0.1872657894736842,0.20678399999999997,0.22674166666666665,0.21005833333333324,0.0286
2019-08-13,0.2406637055837564,0.25910000000000005,-0.10637142857142856,0.0845846153846154,0.16356666666666667,0.054933333333333355,0.79085,,0.1564,0.13526666666666667,-0.11479999999999997,0.02992222222222222,0.2271933333333333,-0.006609090909090928,0.24048639999999996,0.2590592592592595,0.2410059701492538,0.22568297872340434,0.2409384615384616,0.259052380952381,0.26261379310344823,0.29435740740740735,0.33590476190476193,0.22060399999999997,0.28623103448275866
2019-08-14,0.18798617771509155,0.334552380952381,0.29770625,0.3870095238095238,0.44604,0.34932307692307696,0.1452,0.4624,0.07876000000000001,-0.38245,0.2451,0.2903733333333333,0.02620882352941177,0.189888679245283,0.23423921568627445,0.11706521739130436,0.1907095238095238,0.15126862745098038,0.22184035087719298,0.08672058823529409,0.1325083333333333,0.0982017857142857,0.08560416666666666,0.3213142857142857,0.2915947368421053
2019-08-15,0.17239152854511974,0.15161052631578947,0.23178333333333334,0.22389473684210523,0.22899333333333333,-0.018520000000000002,0.15204000000000004,0.2423714285714286,0.34435000000000004,0.4579500000000001,0.25273749999999995,0.10404999999999998,0.2979142857142857,0.15789565217391302,0.19245094339622648,0.16320847457627113,0.06831020408163269,0.040948275862068964,0.08262424242424243,0.10254285714285714,0.31448709677419356,0.26418421052631585,0.3554347826086956,0.32539999999999997,0.1982888888888889
2019-08-16,0.25805669099756706,0.048699999999999986,-0.019700000000000002,-0.1399285714285714,0.5371363636363636,0.20425000000000001,-0.15225,-0.234,0.39644999999999997,0.25805,0.39655,0.5108333333333334,0.17223529411764704,0.2504,0.24509024390243894,0.16900754716981134,0.30941833333333324,0.3815833333333333,0.2957722222222222,0.08552083333333334,0.31735454545454544,0.30908499999999994,0.33838,0.44351764705882346,0.29034999999999994
2019-08-17,0.30968241758241755,0.5342625,0.3666714285714286,0.55008,0.41445000000000004,0.17373333333333332,0.3784,-0.13745000000000002,,,-0.1154,-0.0179,0.2491,0.166275,0.842,-0.05649999999999999,0.31742499999999996,0.6010285714285715,0.5417375,-0.7202,0.22334285714285712,0.2894,0.10734999999999997,0.23231428571428572,0.130775
2019-08-18,0.27398173913043483,-0.10383333333333333,,0.455,-0.4496,-0.28115,0.55735,0.37473333333333336,-0.025,,-0.3738,,0.049699999999999994,0.32520000000000004,0.26848571428571427,0.4183800000000001,0.24270000000000003,0.2836166666666667,0.6457999999999999,0.6221,0.25376000000000004,0.3394285714285714,0.4618857142857143,0.2217857142857143,0.10077499999999999
2019-08-19,0.269934792122538,0.45062500000000005,0.37319375,0.10269999999999999,0.1972857142857143,0.2016375,-0.11385,0.1628,0.41659999999999997,0.29175,,0.20927272727272728,0.5055652173913043,0.32633000000000006,0.2687314814814815,0.3043675,0.27628857142857144,0.3347277777777778,0.18804242424242423,0.201390625,0.22854285714285713,0.1289666666666667,0.34246923076923075,0.26555625,0.17726190476190481
2019-08-20,0.26787245508982055,0.3505818181818181,0.20779230769230767,0.0738090909090909,0.2827272727272727,0.48161666666666675,0.2771,,0.5628000000000001,0.8287999999999999,0.41609999999999997,0.727325,0.3411647058823529,0.3790619047619047,0.22750967741935482,0.3241450980392157,0.296068115942029,0.22967954545454553,0.2451399999999999,0.19985172413793104,0.19543636363636366,0.22311219512195118,0.2901714285714286,0.1782571428571429,0.1638583333333333
2019-08-21,0.21016703539823,0.1356727272727273,0.09844285714285714,0.24063571428571426,0.35914285714285715,-0.09939999999999999,,-0.9867,0.46829999999999994,0.377525,0.42113333333333336,0.04514999999999997,0.32566428571428574,0.24291666666666667,0.202532,0.2814317073170733,0.18628703703703703,0.17952954545454547,0.12426097560975609,0.13670243902439028,0.16447407407407408,0.052000000000000005,0.41074666666666665,0.47746666666666665,0.4232857142857143
2019-08-22,0.23150104166666688,0.32552000000000003,0.352,0.3995368421052632,-0.04446,0.5191666666666667,0.10411111111111113,0.10135000000000002,0.5549999999999999,0.5578000000000001,-0.28796,0.42684000000000005,0.10506666666666664,0.3311722222222222,0.25781951219512195,0.19505647058823528,0.09489399999999999,0.13285853658536587,0.2988769230769231,0.2793,0.27629250000000005,0.21789615384615388,0.3817904761904762,0.33726428571428574,0.33692857142857147
2019-08-23,0.1566159810126583,0.4509,0.17074666666666663,0.25093,0.35569999999999996,0.37860000000000005,-0.36086666666666667,0.8122499999999999,,0.03409999999999999,0.6324,0.06533333333333334,0.2978555555555556,0.23744328358208952,0.17113548387096764,0.17476857142857152,0.13766604651162798,0.17256074074074074,0.10980314960629921,0.1399606299212599,0.07686496350364963,0.12784137931034484,0.1724646464646464,0.1827084745762711,0.2707722222222223
2019-08-24,0.18668423423423444,0.10127000000000001,0.28392000000000006,0.2307818181818182,0.2018,0.24016666666666667,-0.0324,0.5945,0.18706,0.2596,0.7807,,0.02834444444444445,0.28177777777777774,0.5477500000000001,0.29135555555555553,0.05733571428571428,-0.08185624999999998,0.18165714285714282,-0.13564615384615386,0.021344444444444412,0.07064285714285716,0.26708000000000004,0.40455454545454544,0.27777999999999997
2019-08-25,0.18211342281879195,0.44531818181818184,0.43565000000000004,0.6317999999999999,0.1297,0.6183000000000001,0.5565,0.6401,0.06435,-0.5558,-0.6286,-0.32320000000000004,0.5151,-0.006250000000000001,-0.1303,0.15358000000000002,0.19952777777777778,0.32351818181818176,0.2909227272727273,0.0999,0.025309523809523803,0.07509285714285714,0.23557368421052627,0.04665652173913043,0.28476046511627906
2019-08-26,0.24412892690513213,0.268435,0.2947588235294117,0.26698666666666665,0.28108181818181827,0.0925375,0.3848857142857143,0.3215888888888889,0.20753750000000007,0.26589090909090907,0.08628095238095235,0.239125,0.2661588235294117,0.23993777777777775,0.20095357142857145,0.21352692307692311,0.26833846153846147,0.17178,0.3159305555555555,0.24767906976744186,0.27584594594594586,0.19847500000000004,0.1306888888888889,0.40001818181818183,0.39405714285714294
2019-08-27,0.15646163021868792,0.3416727272727273,0.3068071428571429,0.14926363636363638,0.32898333333333335,0.34945000000000004,0.7352,-0.1829333333333333,0.35965,-0.649,0.49339999999999995,0.3232,0.41423333333333334,0.27189285714285716,0.15623589743589741,0.06785423728813562,0.07892407407407408,0.01185689655172414,0.1635714285714286,0.19401200000000002,0.14115,0.1466189189189189,0.13535999999999998,-0.02755000000000002,0.4412545454545454
2019-08-28,0.20434722222222246,0.1516625,0.09396153846153846,-0.0442,0.20244,-0.480975,-0.07535000000000003,0.36858,0.11754999999999999,0.20051666666666668,0.2775,0.36546666666666666,0.2455466666666667,0.05397599999999999,0.14687872340425528,0.1279621621621622,0.29058611111111116,0.23798333333333335,0.30264444444444444,0.1884473684210526,0.3533347826086957,0.373,0.3795933333333333,0.23809999999999998,0.35626
2019-08-29,0.2769868263473052,-0.006466666666666664,0.16537000000000002,0.04959999999999998,0.34379166666666666,0.42524285714285714,0.08034999999999998,0.5876,0.30856,0.5420666666666666,0.3951666666666667,0.2781785714285714,0.3235413793103448,0.2901892857142857,0.3695545454545454,0.13915294117647056,0.31041428571428564,0.29504264705882355,0.32781111111111116,0.21348048780487802,0.3156592592592592,0.24171379310344826,0.41665,0.29528181818181815,0.12800000000000003
2019-08-30,0.24685623582766433,0.10294444444444446,0.10142857142857141,0.4152111111111111,0.41140000000000004,0.2383333333333333,0.19123333333333334,0.38414000000000004,0.73365,0.19249999999999998,0.3034,0.10391666666666667,0.2536411764705882,0.44555000000000006,0.32408666666666663,0.10243207547169805,0.1190529411764706,0.24967,0.23965135135135132,0.271671875,0.1333108108108108,0.2900666666666667,0.4311555555555556,0.683175,0.502725
2019-08-31,0.32417431192660545,0.12524999999999997,-0.06541666666666666,0.3811,0.17172499999999996,0.26816,0.11713333333333335,0.37105,0.69855,0.23975,0.479,0.4013,0.5836,0.38111428571428574,0.0801,0.5609999999999999,0.9454,0.33246470588235305,0.68479,0.24872499999999997,0.1992333333333333,0.13404,0.38594999999999996,0.135,0.29456
2019-09-01,0.25845145631067956,0.226275,0.4499,0.47052499999999997,-0.237,-0.0223,0.7384,0.16785,0.4787,0.356675,,0.30662,-0.228175,0.23856666666666668,0.044300000000000006,0.47128571428571436,0.6617400000000001,-0.2535,0.194075,0.1710875,0.44082222222222217,0.23007999999999998,0.3113714285714286,0.21153000000000005,-0.6038
2019-09-02,0.22364036697247708,0.20471666666666666,0.3896,0.2978444444444444,0.43835,-0.4942,-0.589,0.6498,,0.01675,0.5262,-0.937,0.4143666666666667,0.440975,0.11680000000000001,0.5820200000000001,0.09761666666666664,0.23328333333333337,0.19197777777777775,0.09809999999999999,0.11588888888888887,0.27816,,0.5539000000000001,0.02065999999999999
2019-09-03,0.2092309973045823,-0.0023899999999999976,0.270975,0.342025,0.18610000000000002,0.4803,0.196225,0.5918,-0.26225,-0.010075,0.7399666666666667,0.18943333333333334,0.5157153846153847,0.47355625000000007,0.1700833333333333,0.11842205882352938,0.3218666666666667,0.06107407407407406,-0.007063333333333338,0.19724999999999998,0.1935166666666667,0.3859249999999999,0.30569999999999997,0.26056666666666667,0.39123636363636366
2019-09-04,0.2790974860335196,0.4219714285714286,0.36937,0.35315,-0.091775,0.3437800000000001,0.25014000000000003,0.6272500000000001,-0.0677333333333333,0.30532000000000004,0.2630571428571429,0.44436666666666663,0.12714814814814812,0.3223965517241379,0.2682565217391304,0.21798846153846158,0.2706538461538462,0.34684400000000004,0.35075312500000005,0.33317307692307685,0.2856035714285714,0.15962777777777779,0.24862727272727272,0.23520000000000002,0.1528
2019-09-05,0.28683091787439624,0.41589,0.35792352941176464,0.3394333333333334,0.29267777777777776,0.15116,0.05908571428571434,0.3805,0.5502,0.45206,0.11406666666666666,0.10013999999999998,0.2783818181818182,0.23906000000000005,0.22577619047619052,0.4281904761904761,0.2914463414634147,0.25118636363636365,0.2040481481481482,0.27919615384615387,0.18308529411764704,0.19085416666666666,0.4205,0.31351666666666667,0.6148777777777776
2019-09-06,0.277504375,0.38502499999999995,0.4371083333333334,0.14738750000000003,0.4615714285714286,-0.0663,-0.16958,0.2877,0.5196,0.7442500000000001,0.6068666666666667,-0.026079999999999992,0.42365,0.367625925925926,0.2258086956521739,0.2989677419354838,0.29590625,0.29875599999999997,0.12287837837837838,0.2381857142857143,0.3237428571428572,0.3022933333333333,0.46144999999999997,0.164575,0.38189999999999996
2019-09-07,0.3464016393442622,0.41983333333333334,,0.22896666666666668,0.4772,0.2058,0.8294,,0.6033,0.0202,,0.0925,0.12019999999999997,0.37975000000000003,0.3810166666666667,0.18482500000000002,0.3644333333333334,0.3329666666666667,0.3959,0.5257166666666667,0.374575,0.4794333333333334,0.2159,0.5190400000000001,-0.18646666666666667
2019-09-08,0.35183292682926837,0.2818,0.9158,0.7936,0.0469,0.5985,,,,0.36979999999999996,,0.1655,,0.6966,0.7248,0.7241333333333332,0.49645,0.3829,0.3437,0.32358333333333333,0.3724,0.35936,-0.31573333333333337,0.2717071428571428,0.34357692307692306
2019-09-09,0.2866639468690701,0.2696777777777778,0.16988,0.28735499999999997,-0.04491428571428572,0.5439166666666667,0.1284,0.40093333333333336,0.07540000000000002,0.6788,0.3308,0.42952500000000005,0.17038999999999999,0.3721392857142858,0.29049444444444444,0.3681310344827587,0.30250000000000005,0.23375000000000004,0.4066375000000001,0.30036428571428564,0.26546086956521736,0.16559999999999997,0.3741764705882352,0.36524285714285715,0.20919565217391306
2019-09-10,0.3065758212877801,0.3340375,0.40646428571428567,0.5445222222222221,0.38036,0.39031666666666665,0.46060000000000006,0.401175,0.0504,0.27225,0.0805,0.44235833333333335,0.44569999999999993,0.42247560975609766,0.25166617647058825,0.3527386792452829,0.2992942857142858,0.3262959595959597,0.28207003994673746,0.25974045138888857,0.31644513888888887,0.367214049586777,0.42214285714285704,0.38626428571428567,0.3873522727272727
2019-09-11,0.3363947545393409,0.202328125,0.3781153846153845,0.3830692307692308,0.5501760000000001,0.39514999999999995,0.40256470588235294,0.37584285714285715,0.7040000000000001,0.6738277777777778,0.4327434782608696,0.2615571428571428,0.32884324324324327,0.32547166666666666,0.24007426470588236,0.3833062937062936,0.29594875621890565,0.32034129032258063,0.32628495575221245,0.33567228915662645,0.3618260869565217,0.3465804597701149,0.3987827586206897,0.30632250000000005,0.3492378048780488
2019-09-12,0.25853857598299645,0.3227425925925926,0.3690756756756756,0.2551407407407407,0.24032631578947364,0.36369285714285715,0.37645555555555554,0.35999000000000003,0.3941,0.09816666666666667,0.5504,0.21587272727272727,0.3388941176470588,0.34640967741935474,0.22436930693069307,0.2534939655172414,0.2778443037974683,0.22165882352941182,0.23220833333333335,0.4375142857142857,0.1998173333333333,0.2149408602150537,0.22496590909090905,0.2638607142857143,0.20981176470588236
2019-09-13,0.2400454665784252,0.3601555555555557,0.22183846153846154,0.41790000000000005,0.014057142857142864,0.10082857142857146,0.27755,-0.48545,0.35566666666666674,-0.5481666666666667,0.5956999999999999,0.17388974358974357,0.2929302631578947,0.20331461538461545,0.22755323383084558,0.2640337579617834,0.28748151260504207,0.24551176470588243,0.28973863636363634,0.2212160337552742,0.22879387755102046,0.19454999999999997,0.09422222222222222,0.27918421052631576,0.39164482758620683
2019-09-14,0.3582105590062111,0.1921222222222222,0.4412733333333333,0.10536666666666666,0.09821666666666666,0.16751999999999997,0.53904,0.5823333333333333,0.11714999999999998,-0.2735,0.40912499999999996,0.77755,0.27645,0.35658750000000006,0.40113333333333334,0.46359999999999996,0.40707142857142864,0.5485,0.36806250000000007,0.5632666666666667,0.3354428571428571,0.229875,0.39295,0.21005555555555558,0.55544
2019-09-15,0.2865987951807226,0.1427428571428571,0.17224,0.32291428571428565,0.071175,-0.16545000000000004,0.32536666666666664,0.9867,0.63405,0.2948,-0.319,0.3706666666666667,0.48900000000000005,0.511625,0.30322,0.21703333333333333,0.23285,0.20538571428571428,0.36419,-0.06644,0.30640000000000006,0.2829,0.3456923076923077,0.31976363636363636,0.3712750000000001
2019-09-16,0.27631760435571695,0.1057241379310345,0.23867272727272726,0.29172857142857145,0.1289142857142857,0.5222833333333333,0.05385714285714286,0.30789999999999995,0.02005,-0.0648,0.47872222222222216,0.19134285714285712,0.22628888888888893,0.5318827586206897,0.33031864406779676,0.2650163636363636,0.2961769230769231,0.21458571428571419,0.27055750000000006,0.3055204081632652,0.16128611111111113,0.32579142857142857,0.4162222222222222,0.31876666666666664,0.211225
2019-09-17,0.24090233644859807,0.1899928571428571,0.4104,0.3584153846153846,0.08965000000000001,-0.1966,0.33641818181818195,0.1202,0.27813333333333334,0.39926666666666666,0.6121666666666666,0.09478333333333333,0.4212571428571429,0.267675,0.20864117647058822,0.08293409090909093,0.3349689655172414,0.16691481481481482,0.15763200000000002,0.2382659090909091,0.13232105263157898,0.2487,0.44501333333333337,0.4011375,0.28068571428571426
2019-09-18,0.2539232628398793,0.37225454545454545,-0.04634444444444445,0.1425,0.5137499999999999,0.6638499999999999,0.1968,0.7054499999999999,0.5001,0.8785499999999999,0.5819333333333333,0.19530000000000003,0.3511115384615385,0.2718424242424243,0.16180851063829788,0.20354482758620696,0.3352333333333334,0.31661764705882345,0.2721326923076923,0.1784484210526316,0.24563763440860215,0.24433333333333335,0.22384545454545451,0.46059599999999995,0.24188333333333334
2019-09-19,0.2568928994082842,0.4436111111111111,0.34577647058823535,0.37074999999999997,0.26628666666666667,-0.05357142857142857,0.30783333333333335,0.23692500000000002,0.6559714285714285,0.4424666666666666,0.3796571428571429,0.37467500000000004,0.330125,0.3788500000000001,0.28300000000000003,0.267102,0.18715423728813563,0.23069830508474579,0.08627708333333328,0.289544827586207,0.19960256410256422,0.3231333333333333,0.14735384615384617,0.3017785714285714,0.4651571428571429
2019-09-20,0.23173964686998383,0.37137272727272735,0.3949285714285714,0.4036571428571429,0.16008333333333333,0.38468571428571435,0.9937,0.1447,0.8446,,0.28779999999999994,0.3632714285714285,0.24113529411764703,0.3931033333333333,0.3125116279069769,0.2712326086956522,0.09653888888888887,0.08147758620689656,0.1872153061224489,0.273287323943662,0.1611558139534884,0.2534128205128206,0.08279333333333333,0.34985000000000005,0.2574714285714285
2019-09-21,0.3319254237288135,0.18844,0.52098,0.01498333333333333,0.5773333333333334,0.38432,0.32935000000000003,0.285425,0.5608,0.1058,0.1541,0.6622,0.32173999999999997,0.5800333333333333,0.369725,0.57165,0.44086,0.4436571428571428,0.285775,0.38748888888888894,0.47940000000000005,0.3448333333333333,0.00520000000000001,0.35836666666666667,0.04758571428571431
2019-09-22,0.3118,0.22901999999999995,0.15005714285714283,0.3399666666666667,0.2476,0.6378,0.21056666666666665,,-0.7924,0.6033,0.2669111111111111,0.2823833333333334,0.44095,0.5483,0.4589555555555555,0.33548749999999994,0.08705454545454544,0.6929000000000001,0.23985,0.40642500000000004,0.1717363636363636,0.39396000000000003,0.337375,0.39402666666666675,0.157925
2019-09-23,0.24083181818181834,0.2725625,0.5067857142857143,0.36618888888888884,-0.17844,0.10343333333333334,0.8083,-0.34554999999999997,-0.04614999999999999,0.26794999999999997,0.30163333333333336,-0.02501666666666665,0.3579,0.2942041666666667,0.20973999999999995,0.19082765957446807,0.27053548387096776,0.34304893617021276,0.28108333333333335,0.26172258064516135,0.23083181818181817,0.12316206896551726,0.16717272727272725,0.3249333333333333,0.1924090909090909
2019-09-24,0.2479782688766112,0.30897777777777774,0.21870000000000003,0.48829999999999996,0.4695444444444445,0.43495,0.39515,0.30773333333333336,0.31120000000000003,0.4601,0.27145,0.3137125,0.26798421052631577,0.38365,0.2847779661016949,0.25535625,0.17299750000000005,0.12251304347826089,0.17933249999999995,0.29150806451612904,0.18862954545454544,0.18807647058823532,0.10068695652173912,0.2199862068965517,0.38688461538461544
2019-09-25,0.2878031602708803,0.36179166666666673,0.31292352941176477,0.14844,0.4867,0.31360000000000005,0.6727,0.029100000000000015,0.6575833333333334,0.06920000000000001,0.14155,0.22446000000000002,0.3395058823529412,0.29702727272727275,0.3370566666666666,0.28503555555555554,0.26854905660377365,0.20719999999999997,0.30498518518518514,0.27116000000000007,0.323053488372093,0.08913793103448275,0.25829130434782616,0.4614058823529411,0.29582857142857144
2019-09-26,0.26314886877828036,0.5281125,-0.2975857142857143,0.23616363636363638,0.33112,0.4036333333333333,0.33359999999999995,0.12087142857142856,0.19050000000000003,0.67766,0.3972833333333334,0.42385,0.19519000000000003,0.2821393939393939,0.3146859649122808,0.1733127659574468,0.29951333333333324,0.27317058823529417,0.23918,0.27239629629629625,0.14825806451612902,0.22953571428571426,0.3056869565217391,0.25684,0.3956
2019-09-27,0.26448459770114946,0.28568750000000004,0.41428000000000004,0.2576,0.1134,0.2953,0.21005,0.6121666666666666,0.6235,-0.1278,,0.44697272727272724,0.3897,0.36225909090909086,0.3682318181818182,0.2578025641025641,0.06807343749999999,0.21408035714285717,0.3198355555555556,0.2691636363636364,0.44243823529411763,0.20224444444444442,0.24367999999999998,-0.17416,0.4777375
2019-09-28,0.32157731958762886,0.24151666666666669,0.44928181818181817,0.39676666666666666,0.51195,0.19665714285714284,0.3309666666666667,0.6807,,0.9307,,,0.015849999999999975,0.3973125,0.09236249999999997,-0.00037499999999998646,0.51598,0.40426,0.6740999999999999,0.17026,0.5092333333333333,0.13356666666666672,-0.026400000000000007,0.21470000000000003,0.7097
2019-09-29,0.3159644628099173,,,0.65735,0.6023499999999999,,0.1683142857142857,0.7291666666666666,,,0.0009,0.7044,0.5408666666666666,0.09236666666666668,0.26935,0.28676,0.3411571428571429,0.44583333333333325,0.2653846153846154,0.44869999999999993,0.2515333333333334,0.3139923076923077,0.31444,0.14936666666666668,0.13442857142857145
2019-09-30,0.30435952063914795,0.5785750000000001,0.2691,0.27014,0.8177749999999999,0.3046333333333333,,0.05000000000000002,0.30205000000000004,0.262025,0.4399666666666667,0.49705,0.318175,0.27326750000000005,0.30746865671641793,0.3873927272727272,0.3168876106194691,0.2785549019607844,0.27511195652173914,0.25667291666666664,0.22314736842105254,0.2690977777777777,0.3368689655172413,0.44252666666666657,0.393921052631579
2019-10-01,0.3523402985074627,0.5384727272727272,0.44451818181818187,0.14259090909090907,0.4627454545454545,0.30402000000000007,0.46532,-0.3175,0.5048250000000001,0.12917142857142858,,,,,,,,,,,,,,,
