index,Date,Open,High,Low,Close,Adj Close,Volume,var1(t-5),var1(t-4),var1(t-3),var1(t-2),var1(t-1),previous-close,movement,movement01,Unnamed: 0,polarity_score,"('polarity_score', 0)","('polarity_score', 1)","('polarity_score', 2)","('polarity_score', 3)","('polarity_score', 4)","('polarity_score', 5)","('polarity_score', 6)","('polarity_score', 7)","('polarity_score', 8)","('polarity_score', 9)","('polarity_score', 10)","('polarity_score', 11)","('polarity_score', 12)","('polarity_score', 13)","('polarity_score', 14)","('polarity_score', 15)","('polarity_score', 16)","('polarity_score', 17)","('polarity_score', 18)","('polarity_score', 19)","('polarity_score', 20)","('polarity_score', 21)","('polarity_score', 22)","('polarity_score', 23)",Date,next-movement,next-movement01,down,up
0,0,2015-12-31,107.01,107.03,104.82,105.26,98.66,40912300.0,0.0,0.0,0.0,0.0,0.0,0.0,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0
1,1,2016-01-04,102.61,105.37,102.0,105.35,98.74,67649400.0,0.0,0.0,0.0,0.0,105.26,105.26,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
2,2,2016-01-05,105.75,105.85,102.41,102.71,96.27,55791000.0,0.0,0.0,0.0,105.26,105.35,105.35,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
3,3,2016-01-06,100.56,102.37,99.87,100.7,94.38,68457400.0,0.0,0.0,105.26,105.35,102.71,102.71,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
4,4,2016-01-07,98.68,100.13,96.43,96.45,90.4,81094400.0,0.0,105.26,105.35,102.71,100.7,100.7,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
5,5,2016-01-08,98.55,99.11,96.76,96.96,90.88,70798000.0,105.26,105.35,102.71,100.7,96.45,96.45,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
6,6,2016-01-11,98.97,99.06,97.34,98.53,92.35,49739400.0,105.35,102.71,100.7,96.45,96.96,96.96,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
7,7,2016-01-12,100.55,100.69,98.84,99.96,93.69,49154200.0,102.71,100.7,96.45,96.96,98.53,98.53,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
8,8,2016-01-13,100.32,101.19,97.3,97.39,91.28,62439600.0,100.7,96.45,96.96,98.53,99.96,99.96,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
9,9,2016-01-14,97.96,100.48,95.74,99.52,93.28,63170100.0,96.45,96.96,98.53,99.96,97.39,97.39,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
10,10,2016-01-15,96.2,97.71,95.36,97.13,91.04,79833900.0,96.96,98.53,99.96,97.39,99.52,99.52,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
11,11,2016-01-19,98.41,98.65,95.5,96.66,90.6,53087700.0,98.53,99.96,97.39,99.52,97.13,97.13,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
12,12,2016-01-20,95.1,98.19,93.42,96.79,90.72,72334400.0,99.96,97.39,99.52,97.13,96.66,96.66,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
13,13,2016-01-21,97.06,97.88,94.94,96.3,90.26,52161500.0,97.39,99.52,97.13,96.66,96.79,96.79,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
14,14,2016-01-22,98.63,101.46,98.37,101.42,95.06,65800500.0,99.52,97.13,96.66,96.79,96.3,96.3,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
15,15,2016-01-25,101.52,101.53,99.21,99.44,93.2,51794500.0,97.13,96.66,96.79,96.3,101.42,101.42,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
16,16,2016-01-26,99.93,100.88,98.07,99.99,93.72,75077000.0,96.66,96.79,96.3,101.42,99.44,99.44,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
17,17,2016-01-27,96.04,96.63,93.34,93.42,87.56,133369700.0,96.79,96.3,101.42,99.44,99.99,99.99,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
18,18,2016-01-28,93.79,94.52,92.39,94.09,88.19,55678800.0,96.3,101.42,99.44,99.99,93.42,93.42,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
19,19,2016-01-29,94.79,97.34,94.35,97.34,91.23,64416500.0,101.42,99.44,99.99,93.42,94.09,94.09,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
20,20,2016-02-01,96.47,96.71,95.4,96.43,90.38,40943500.0,99.44,99.99,93.42,94.09,97.34,97.34,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
21,21,2016-02-02,95.42,96.04,94.28,94.48,88.55,37357200.0,99.99,93.42,94.09,97.34,96.43,96.43,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
22,22,2016-02-03,95.0,96.84,94.08,96.35,90.31,45964300.0,93.42,94.09,97.34,96.43,94.48,94.48,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
23,23,2016-02-04,95.86,97.33,95.19,96.6,91.03,46471700.0,94.09,97.34,96.43,94.48,96.35,96.35,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
24,24,2016-02-05,96.52,96.92,93.69,94.02,88.6,46418100.0,97.34,96.43,94.48,96.35,96.6,96.6,down,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,down,0.0,1,0
25,25,2016-02-08,93.13,95.7,93.04,95.01,89.53,54021400.0,96.43,94.48,96.35,96.6,94.02,94.02,up,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,up,1.0,0,1
