,polarity_score,"('polarity_score', 0)","('polarity_score', 1)","('polarity_score', 2)","('polarity_score', 3)","('polarity_score', 4)","('polarity_score', 5)","('polarity_score', 6)","('polarity_score', 7)","('polarity_score', 8)","('polarity_score', 9)","('polarity_score', 10)","('polarity_score', 11)","('polarity_score', 12)","('polarity_score', 13)","('polarity_score', 14)","('polarity_score', 15)","('polarity_score', 16)","('polarity_score', 17)","('polarity_score', 18)","('polarity_score', 19)","('polarity_score', 20)","('polarity_score', 21)","('polarity_score', 22)","('polarity_score', 23)"
2019-09-10,0.3112414201183432,,,,,,,,,,,,,,,,,,,,,,0.2824181818181819,0.3229831325301205,0.3761735294117646
2019-09-11,0.34711194895591624,0.4124772727272727,0.39967878787878797,0.357439393939394,0.22050000000000003,0.43038235294117644,0.39830625,0.4874941176470589,0.48658125,0.5338083333333333,0.2769,0.8948,0.38935000000000003,0.41197999999999996,0.304625,0.29368181818181816,0.370548780487805,0.17758405797101448,0.4333800000000002,0.2711564705882353,0.35363728813559314,0.34458070175438604,0.32807499999999984,0.33465573770491797,0.34943750000000007
2019-09-12,0.28350375375375353,0.4590842105263159,0.29140416666666663,0.35642830188679236,0.3573342857142857,0.410096,0.35319375000000003,0.21715,0.37822222222222224,0.23369999999999996,0.33855999999999997,0.3941,0.03326666666666667,0.54335,0.24267777777777777,0.36399,0.4018541666666666,0.2769549019607843,0.30214074074074065,0.32518333333333344,0.24703191489361714,0.18710655737704918,0.43771428571428567,0.18002968749999998,0.18841153846153852
2019-09-13,0.24003237179487216,0.21776976744186052,0.23933749999999995,0.2815937499999999,0.3758411764705883,0.15743636363636365,0.4455111111111111,0.014057142857142864,0.10395714285714283,0.4452,-0.48545,0.35566666666666674,-0.5481666666666667,0.47303333333333325,0.18350256410256408,0.29205396825396823,0.23878000000000008,0.2069432926829268,0.2552360655737705,0.2652270833333334,0.2495338461538461,0.29106,0.24303488372093016,0.23162528735632182,0.13123142857142858
2019-09-14,0.3118943127962087,0.12437674418604652,0.28031666666666666,0.3689,0.29227142857142857,0.47171428571428564,0.11259999999999999,0.306025,0.16751999999999997,0.48365,0.5823333333333333,0.7666,,0.21670000000000003,0.77755,0.24270769230769232,0.35658750000000006,0.36386,0.558625,0.26496,0.5083222222222221,0.4244857142857143,0.4861333333333333,0.23651666666666668,0.26605
2019-09-15,0.2603241935483871,0.30383333333333334,0.21005555555555558,0.8030666666666667,0.13968571428571425,0.14968571428571428,0.243,0.08993333333333332,-0.16545000000000004,0.2902,0.53615,0.8279,0.2991857142857143,-0.319,0.2994,0.48900000000000005,0.34277142857142856,0.10058,0.8461,0.24463,0.22324285714285713,0.5169625,-0.0018333333333333287,0.28691000000000005,0.2829
2019-09-16,0.28592990291262127,0.3600636363636365,0.3397090909090909,0.386847619047619,0.11294827586206899,0.22620000000000004,0.3183076923076923,0.09571666666666667,0.5222833333333333,0.06588571428571428,0.41640000000000005,0.02005,-0.0648,0.4792111111111111,0.06842000000000001,0.22939444444444446,0.5253285714285715,0.27561063829787236,0.260675,0.3069577777777778,0.24034999999999998,0.35813714285714293,0.31468478260869565,0.15745714285714285,0.3281117647058824
2019-09-17,0.22912979274611414,0.42630999999999997,0.3472125,0.09992,0.20982142857142858,0.45511666666666667,0.36671666666666675,0.08965000000000001,-0.12603333333333333,0.3649600000000001,0.1202,0.27813333333333334,0.39926666666666666,0.6121666666666666,0.09233333333333334,0.3859214285714286,0.24383846153846148,0.17021935483870973,0.09452307692307695,0.3300107142857143,0.158524,0.15808749999999996,0.2504,0.14292777777777782,0.19525555555555554
2019-09-18,0.26448571428571416,0.4494533333333333,0.38460625,0.33036153846153843,0.38164545454545457,-0.054825000000000006,0.1425,0.5137499999999999,0.6638499999999999,0.1968,0.7196499999999999,0.5832,0.6142333333333333,0.6650333333333333,0.19530000000000003,0.39953478260869557,0.27851935483870965,0.16698888888888894,0.20465882352941187,0.3297212121212121,0.28033928571428574,0.2657222222222222,0.17013750000000002,0.2541342465753424,0.2812309090909091
2019-09-19,0.2530148846960167,0.2099142857142857,0.4466173913043478,0.012890000000000007,0.4436111111111111,0.29280625,0.37911249999999996,0.2904769230769231,-0.15764,0.30783333333333335,0.23692500000000002,0.6293,0.3244,0.2738,0.3447166666666666,0.28290909090909094,0.3706928571428572,0.29495750000000004,0.31726923076923075,0.19560370370370372,0.21180000000000004,0.08468809523809519,0.28114800000000006,0.20120263157894747,0.3445388888888889
