Date,Open,High,Low,Close,Adj Close,Volume,var1(t-5),var1(t-4),var1(t-3),var1(t-2),var1(t-1),previous-close,movement
2016-12-12,113.29,115.0,112.49,113.3,108.56,26374400,109.11,109.95,111.03,112.12,113.95,113.95,down
2016-12-13,113.84,115.92,113.75,115.19,110.37,43733800,109.95,111.03,112.12,113.95,113.3,113.3,up
2016-12-14,115.04,116.2,114.98,115.19,110.37,34031800,111.03,112.12,113.95,113.3,115.19,115.19,down
2016-12-15,115.38,116.73,115.23,115.82,110.97,46524500,112.12,113.95,113.3,115.19,115.19,115.19,up
2016-12-16,116.47,116.5,115.65,115.97,111.11,44351100,113.95,113.3,115.19,115.19,115.82,115.82,up
2016-12-19,115.8,117.38,115.75,116.64,111.76,27779400,113.3,115.19,115.19,115.82,115.97,115.97,up
2016-12-20,116.74,117.5,116.68,116.95,112.05,21425000,115.19,115.19,115.82,115.97,116.64,116.64,up
2016-12-21,116.8,117.4,116.78,117.06,112.16,23783200,115.19,115.82,115.97,116.64,116.95,116.95,up
2016-12-22,116.35,116.51,115.64,116.29,111.42,26085900,115.82,115.97,116.64,116.95,117.06,117.06,down
2016-12-23,115.59,116.52,115.59,116.52,111.64,14249500,115.97,116.64,116.95,117.06,116.29,116.29,up
2016-12-27,116.52,117.8,116.49,117.26,112.35,18296900,116.64,116.95,117.06,116.29,116.52,116.52,up
2016-12-28,117.52,118.02,116.2,116.76,111.87,20905900,116.95,117.06,116.29,116.52,117.26,117.26,down
2016-12-29,116.45,117.11,116.4,116.73,111.84,15039500,117.06,116.29,116.52,117.26,116.76,116.76,down
2016-12-30,116.65,117.2,115.43,115.82,110.97,30586300,116.29,116.52,117.26,116.76,116.73,116.73,down
2017-01-03,115.8,116.33,114.76,116.15,111.29,28781900,116.52,117.26,116.76,116.73,115.82,115.82,up
2017-01-04,115.85,116.51,115.75,116.02,111.16,21118100,117.26,116.76,116.73,115.82,116.15,116.15,down
2017-01-05,115.92,116.86,115.81,116.61,111.73,22193600,116.76,116.73,115.82,116.15,116.02,116.02,up
2017-01-06,116.78,118.16,116.47,117.91,112.97,31751900,116.73,115.82,116.15,116.02,116.61,116.61,up
2017-01-09,117.95,119.43,117.94,118.99,114.01,33561900,115.82,116.15,116.02,116.61,117.91,117.91,up
2017-01-10,118.77,119.38,118.3,119.11,114.12,24462100,116.15,116.02,116.61,117.91,118.99,118.99,up
2017-01-11,118.74,119.93,118.6,119.75,114.74,27588600,116.02,116.61,117.91,118.99,119.11,119.11,up
2017-01-12,118.9,119.3,118.21,119.25,114.26,27086200,116.61,117.91,118.99,119.11,119.75,119.75,down
2017-01-13,119.11,119.62,118.81,119.04,114.06,26111900,117.91,118.99,119.11,119.75,119.25,119.25,down
2017-01-17,118.34,120.24,118.22,120.0,114.98,34439800,118.99,119.11,119.75,119.25,119.04,119.04,up
2017-01-18,120.0,120.5,119.71,119.99,114.97,23713000,119.11,119.75,119.25,119.04,120.0,120.0,down
2017-01-19,119.4,120.09,119.37,119.78,114.77,25597300,119.75,119.25,119.04,120.0,119.99,119.99,down
2017-01-20,120.45,120.45,119.73,120.0,114.98,32597900,119.25,119.04,120.0,119.99,119.78,119.78,up
2017-01-23,120.0,120.81,119.77,120.08,115.05,22050200,119.04,120.0,119.99,119.78,120.0,120.0,up
2017-01-24,119.55,120.1,119.5,119.97,114.95,23211000,120.0,119.99,119.78,120.0,120.08,120.08,down
2017-01-25,120.42,122.1,120.28,121.88,116.78,32377600,119.99,119.78,120.0,120.08,119.97,119.97,up
2017-01-26,121.67,122.44,121.6,121.94,116.83,26337600,119.78,120.0,120.08,119.97,121.88,121.88,up
2017-01-27,122.14,122.35,121.6,121.95,116.84,20562900,120.0,120.08,119.97,121.88,121.94,121.94,up
2017-01-30,120.93,121.63,120.66,121.63,116.54,30377500,120.08,119.97,121.88,121.94,121.95,121.95,down
2017-01-31,121.15,121.39,120.62,121.35,116.27,49201000,119.97,121.88,121.94,121.95,121.63,121.63,down
2017-02-01,127.03,130.49,127.01,128.75,123.36,111985000,121.88,121.94,121.95,121.63,121.35,121.35,up
2017-02-02,127.98,129.39,127.78,128.53,123.15,33710400,121.94,121.95,121.63,121.35,128.75,128.75,down
2017-02-03,128.31,129.19,128.16,129.08,123.68,24507300,121.95,121.63,121.35,128.75,128.53,128.53,up
2017-02-06,129.13,130.5,128.9,130.29,124.83,26845900,121.63,121.35,128.75,128.53,129.08,129.08,up
2017-02-07,130.54,132.09,130.45,131.53,126.02,38183800,121.35,128.75,128.53,129.08,130.29,130.29,up
2017-02-08,131.35,132.22,131.22,132.04,126.51,23004100,128.75,128.53,129.08,130.29,131.53,131.53,up
2017-02-09,131.65,132.45,131.12,132.42,127.43,28349900,128.53,129.08,130.29,131.53,132.04,132.04,up
2017-02-10,132.46,132.94,132.05,132.12,127.14,20065500,129.08,130.29,131.53,132.04,132.42,132.42,down
2017-02-13,133.08,133.82,132.75,133.29,128.26,23035400,130.29,131.53,132.04,132.42,132.12,132.12,up
2017-02-14,133.47,135.09,133.25,135.02,129.93,33226200,131.53,132.04,132.42,132.12,133.29,133.29,up
2017-02-15,135.52,136.27,134.62,135.51,130.4,35623100,132.04,132.42,132.12,133.29,135.02,135.02,up
2017-02-16,135.67,135.9,134.84,135.35,130.25,22584600,132.42,132.12,133.29,135.02,135.51,135.51,down
2017-02-17,135.1,135.83,135.1,135.72,130.6,22198200,132.12,133.29,135.02,135.51,135.35,135.35,up
2017-02-21,136.23,136.75,135.98,136.7,131.54,24507200,133.29,135.02,135.51,135.35,135.72,135.72,up
2017-02-22,136.43,137.12,136.11,137.11,131.94,20836900,135.02,135.51,135.35,135.72,136.7,136.7,up
2017-02-23,137.38,137.48,136.3,136.53,131.38,20788200,135.51,135.35,135.72,136.7,137.11,137.11,down
2017-02-24,135.91,136.66,135.28,136.66,131.51,21776600,135.35,135.72,136.7,137.11,136.53,136.53,up
2017-02-27,137.14,137.44,136.28,136.93,131.77,20257400,135.72,136.7,137.11,136.53,136.66,136.66,up
2017-02-28,137.08,137.44,136.7,136.99,131.82,23482900,136.7,137.11,136.53,136.66,136.93,136.93,up
2017-03-01,137.89,140.15,137.6,139.79,134.52,36414600,137.11,136.53,136.66,136.93,136.99,136.99,up
2017-03-02,140.0,140.28,138.76,138.96,133.72,26211000,136.53,136.66,136.93,136.99,139.79,139.79,down
2017-03-03,138.78,139.83,138.59,139.78,134.51,21108100,136.66,136.93,136.99,139.79,138.96,138.96,up
2017-03-06,139.37,139.77,138.6,139.34,134.08,21750000,136.93,136.99,139.79,138.96,139.78,139.78,down
2017-03-07,139.06,139.98,138.79,139.52,134.26,17446300,136.99,139.79,138.96,139.78,139.34,139.34,up
2017-03-08,138.95,139.8,138.82,139.0,133.76,18707200,139.79,138.96,139.78,139.34,139.52,139.52,down
2017-03-09,138.74,138.79,137.05,138.68,133.45,22155900,138.96,139.78,139.34,139.52,139.0,139.0,down
2017-03-10,139.25,139.36,138.64,139.14,133.89,19612800,139.78,139.34,139.52,139.0,138.68,138.68,up
2017-03-13,138.85,139.43,138.82,139.2,133.95,17421700,139.34,139.52,139.0,138.68,139.14,139.14,up
2017-03-14,139.3,139.65,138.84,138.99,133.75,15309100,139.52,139.0,138.68,139.14,139.2,139.2,down
2017-03-15,139.41,140.75,139.03,140.46,135.16,25691800,139.0,138.68,139.14,139.2,138.99,138.99,up
2017-03-16,140.72,141.02,140.26,140.69,135.38,19232000,138.68,139.14,139.2,138.99,140.46,140.46,up
2017-03-17,141.0,141.0,139.89,139.99,134.71,43885000,139.14,139.2,138.99,140.46,140.69,140.69,down
2017-03-20,140.4,141.5,140.23,141.46,136.12,21542000,139.2,138.99,140.46,140.69,139.99,139.99,up
2017-03-21,142.11,142.8,139.73,139.84,134.57,39529900,138.99,140.46,140.69,139.99,141.46,141.46,down
2017-03-22,139.85,141.6,139.76,141.42,136.09,25860200,140.46,140.69,139.99,141.46,139.84,139.84,up
2017-03-23,141.26,141.58,140.61,140.92,135.61,20346300,140.69,139.99,141.46,139.84,141.42,141.42,down
2017-03-24,141.5,141.74,140.35,140.64,135.34,22395600,139.99,141.46,139.84,141.42,140.92,140.92,down
2017-03-27,139.39,141.22,138.62,140.88,135.57,23575100,141.46,139.84,141.42,140.92,140.64,140.64,up
2017-03-28,140.91,144.04,140.62,143.8,138.38,33374800,139.84,141.42,140.92,140.64,140.88,140.88,up
2017-03-29,143.68,144.49,143.19,144.12,138.68,29190000,141.42,140.92,140.64,140.88,143.8,143.8,up
2017-03-30,144.19,144.5,143.5,143.93,138.5,21207300,140.92,140.64,140.88,143.8,144.12,144.12,down
2017-03-31,143.72,144.27,143.01,143.66,138.24,19661700,140.64,140.88,143.8,144.12,143.93,143.93,down
2017-04-03,143.71,144.12,143.05,143.7,138.28,19985700,140.88,143.8,144.12,143.93,143.66,143.66,up
2017-04-04,143.25,144.89,143.17,144.77,139.31,19891400,143.8,144.12,143.93,143.66,143.7,143.7,up
2017-04-05,144.22,145.46,143.81,144.02,138.59,27717900,144.12,143.93,143.66,143.7,144.77,144.77,down
2017-04-06,144.29,144.52,143.45,143.66,138.24,21149000,143.93,143.66,143.7,144.77,144.02,144.02,down
2017-04-07,143.73,144.18,143.27,143.34,137.93,16672200,143.66,143.7,144.77,144.02,143.66,143.66,down
2017-04-10,143.6,143.88,142.9,143.17,137.77,18933400,143.7,144.77,144.02,143.66,143.34,143.34,down
2017-04-11,142.94,143.35,140.06,141.63,136.29,30379400,144.77,144.02,143.66,143.34,143.17,143.17,down
2017-04-12,141.6,142.15,141.01,141.8,136.45,20350000,144.02,143.66,143.34,143.17,141.63,141.63,up
2017-04-13,141.91,142.38,141.05,141.05,135.73,17822900,143.66,143.34,143.17,141.63,141.8,141.8,down
2017-04-17,141.48,141.88,140.87,141.83,136.48,16582100,143.34,143.17,141.63,141.8,141.05,141.05,up
2017-04-18,141.41,142.04,141.11,141.2,135.87,14697500,143.17,141.63,141.8,141.05,141.83,141.83,down
2017-04-19,141.88,142.0,140.45,140.68,135.37,17328400,141.63,141.8,141.05,141.83,141.2,141.2,down
2017-04-20,141.22,142.92,141.16,142.44,137.07,23319600,141.8,141.05,141.83,141.2,140.68,140.68,up
2017-04-21,142.44,142.68,141.85,142.27,136.9,17320900,141.05,141.83,141.2,140.68,142.44,142.44,down
2017-04-24,143.5,143.95,143.18,143.64,138.22,17134300,141.83,141.2,140.68,142.44,142.27,142.27,up
2017-04-25,143.91,144.9,143.87,144.53,139.08,18871500,141.2,140.68,142.44,142.27,143.64,143.64,up
2017-04-26,144.47,144.6,143.38,143.68,138.26,20041200,140.68,142.44,142.27,143.64,144.53,144.53,down
2017-04-27,143.92,144.16,143.31,143.79,138.37,14246300,142.44,142.27,143.64,144.53,143.68,143.68,up
2017-04-28,144.09,144.3,143.27,143.65,138.23,20860400,142.27,143.64,144.53,143.68,143.79,143.79,down
2017-05-01,145.1,147.2,144.96,146.58,141.05,33602900,143.64,144.53,143.68,143.79,143.65,143.65,up
2017-05-02,147.54,148.09,146.84,147.51,141.95,45352200,144.53,143.68,143.79,143.65,146.58,146.58,up
2017-05-03,145.59,147.49,144.27,147.06,141.51,45697000,143.68,143.79,143.65,146.58,147.51,147.51,down
2017-05-04,146.52,147.14,145.81,146.53,141.0,23371900,143.79,143.65,146.58,147.51,147.06,147.06,down
2017-05-05,146.76,148.98,146.76,148.96,143.34,27327700,143.65,146.58,147.51,147.06,146.53,146.53,up
2017-05-08,149.03,153.7,149.03,153.01,147.24,48752400,146.58,147.51,147.06,146.53,148.96,148.96,up
2017-05-09,153.87,154.88,153.45,153.99,148.18,39130400,147.51,147.06,146.53,148.96,153.01,153.01,up
2017-05-10,153.63,153.94,152.11,153.26,147.48,25805700,147.06,146.53,148.96,153.01,153.99,153.99,down
2017-05-11,152.45,154.07,152.31,153.95,148.76,27255100,146.53,148.96,153.01,153.99,153.26,153.26,up
2017-05-12,154.7,156.42,154.67,156.1,150.83,32527000,148.96,153.01,153.99,153.26,153.95,153.95,up
2017-05-15,156.01,156.65,155.05,155.7,150.45,26009700,153.01,153.99,153.26,153.95,156.1,156.1,down
2017-05-16,155.94,156.06,154.72,155.47,150.22,20048500,153.99,153.26,153.95,156.1,155.7,155.7,down
2017-05-17,153.6,154.57,149.71,150.25,145.18,50767700,153.26,153.95,156.1,155.7,155.47,155.47,down
2017-05-18,151.27,153.34,151.13,152.54,147.39,33568200,153.95,156.1,155.7,155.47,150.25,150.25,up
2017-05-19,153.38,153.98,152.63,153.06,147.9,26960800,156.1,155.7,155.47,150.25,152.54,152.54,up
2017-05-22,154.0,154.58,152.91,153.99,148.79,22966400,155.7,155.47,150.25,152.54,153.06,153.06,up
2017-05-23,154.9,154.9,153.31,153.8,148.61,19918900,155.47,150.25,152.54,153.06,153.99,153.99,down
2017-05-24,153.84,154.17,152.67,153.34,148.17,19178000,150.25,152.54,153.06,153.99,153.8,153.8,down
2017-05-25,153.73,154.35,153.03,153.87,148.68,19235600,152.54,153.06,153.99,153.8,153.34,153.34,up
2017-05-26,154.0,154.24,153.31,153.61,148.43,21927600,153.06,153.99,153.8,153.34,153.87,153.87,down
2017-05-30,153.42,154.43,153.33,153.67,148.48,20126900,153.99,153.8,153.34,153.87,153.61,153.61,up
2017-05-31,153.97,154.17,152.38,152.76,147.61,24451200,153.8,153.34,153.87,153.61,153.67,153.67,down
2017-06-01,153.17,153.33,152.22,153.18,148.01,16404100,153.34,153.87,153.61,153.67,152.76,152.76,up
2017-06-02,153.58,155.45,152.89,155.45,150.2,27770700,153.87,153.61,153.67,152.76,153.18,153.18,up
2017-06-05,154.34,154.45,153.46,153.93,148.74,25331700,153.61,153.67,152.76,153.18,155.45,155.45,down
2017-06-06,153.9,155.81,153.78,154.45,149.24,26624900,153.67,152.76,153.18,155.45,153.93,153.93,up
2017-06-07,155.02,155.98,154.48,155.37,150.13,21069600,152.76,153.18,155.45,153.93,154.45,154.45,up
2017-06-08,155.25,155.54,154.4,154.99,149.76,21250800,153.18,155.45,153.93,154.45,155.37,155.37,down
2017-06-09,155.19,155.19,146.02,148.98,143.95,64882700,155.45,153.93,154.45,155.37,154.99,154.99,down
2017-06-12,145.74,146.09,142.51,145.42,140.51,72307300,153.93,154.45,155.37,154.99,148.98,148.98,down
2017-06-13,147.16,147.45,145.15,146.59,141.64,34165400,154.45,155.37,154.99,148.98,145.42,145.42,up
2017-06-14,147.5,147.5,143.84,145.16,140.26,31531200,155.37,154.99,148.98,145.42,146.59,146.59,down
2017-06-15,143.32,144.48,142.21,144.29,139.42,32165400,154.99,148.98,145.42,146.59,145.16,145.16,down
2017-06-16,143.78,144.5,142.2,142.27,137.47,50361100,148.98,145.42,146.59,145.16,144.29,144.29,down
2017-06-19,143.66,146.74,143.66,146.34,141.4,32541400,145.42,146.59,145.16,144.29,142.27,142.27,up
2017-06-20,146.87,146.87,144.94,145.01,140.12,24900100,146.59,145.16,144.29,142.27,146.34,146.34,down
2017-06-21,145.52,146.07,144.61,145.87,140.95,21265800,145.16,144.29,142.27,146.34,145.01,145.01,up
2017-06-22,145.77,146.7,145.12,145.63,140.72,19106300,144.29,142.27,146.34,145.01,145.87,145.87,down
2017-06-23,145.13,147.16,145.11,146.28,141.34,35439400,142.27,146.34,145.01,145.87,145.63,145.63,up
2017-06-26,147.17,148.28,145.38,145.82,140.9,25692400,146.34,145.01,145.87,145.63,146.28,146.28,down
2017-06-27,145.01,146.16,143.62,143.73,138.88,24761900,145.01,145.87,145.63,146.28,145.82,145.82,down
2017-06-28,144.49,146.11,143.16,145.83,140.91,22082400,145.87,145.63,146.28,145.82,143.73,143.73,up
2017-06-29,144.71,145.13,142.28,143.68,138.83,31499400,145.63,146.28,145.82,143.73,145.83,145.83,down
2017-06-30,144.45,144.96,143.78,144.02,139.16,23024100,146.28,145.82,143.73,145.83,143.68,143.68,up
2017-07-03,144.88,145.3,143.1,143.5,138.66,14277800,145.82,143.73,145.83,143.68,144.02,144.02,down
2017-07-05,143.69,144.79,142.72,144.09,139.23,21569600,143.73,145.83,143.68,144.02,143.5,143.5,up
2017-07-06,143.02,143.5,142.41,142.73,137.91,24128800,145.83,143.68,144.02,143.5,144.09,144.09,down
2017-07-07,142.9,144.75,142.9,144.18,139.32,19201700,143.68,144.02,143.5,144.09,142.73,142.73,up
2017-07-10,144.11,145.95,143.37,145.06,140.17,21090600,144.02,143.5,144.09,142.73,144.18,144.18,up
2017-07-11,144.73,145.85,144.38,145.53,140.62,19781800,143.5,144.09,142.73,144.18,145.06,145.06,up
2017-07-12,145.87,146.18,144.82,145.74,140.82,24884500,144.09,142.73,144.18,145.06,145.53,145.53,up
2017-07-13,145.5,148.49,145.44,147.77,142.78,25199400,142.73,144.18,145.06,145.53,145.74,145.74,up
2017-07-14,147.97,149.33,147.33,149.04,144.01,20132100,144.18,145.06,145.53,145.74,147.77,147.77,up
2017-07-17,148.82,150.9,148.57,149.56,144.51,23793500,145.06,145.53,145.74,147.77,149.04,149.04,up
2017-07-18,149.2,150.13,148.67,150.08,145.02,17868800,145.53,145.74,147.77,149.04,149.56,149.56,up
2017-07-19,150.48,151.42,149.95,151.02,145.92,20923000,145.74,147.77,149.04,149.56,150.08,150.08,up
2017-07-20,151.5,151.74,150.19,150.34,145.27,17243700,147.77,149.04,149.56,150.08,151.02,151.02,down
2017-07-21,149.99,150.44,148.88,150.27,145.2,26252600,149.04,149.56,150.08,151.02,150.34,150.34,down
2017-07-24,150.58,152.44,149.9,152.09,146.96,21493200,149.56,150.08,151.02,150.34,150.27,150.27,up
2017-07-25,151.8,153.84,151.8,152.74,147.59,18853900,150.08,151.02,150.34,150.27,152.09,152.09,up
2017-07-26,153.35,153.93,153.06,153.46,148.28,15781000,151.02,150.34,150.27,152.09,152.74,152.74,up
2017-07-27,153.75,153.99,147.3,150.56,145.48,32476300,150.34,150.27,152.09,152.74,153.46,153.46,down
2017-07-28,149.89,150.23,149.19,149.5,144.46,17213700,150.27,152.09,152.74,153.46,150.56,150.56,down
2017-07-31,149.9,150.33,148.13,148.73,143.71,19845900,152.09,152.74,153.46,150.56,149.5,149.5,down
2017-08-01,149.1,150.22,148.41,150.05,144.99,35368600,152.74,153.46,150.56,149.5,148.73,148.73,up
2017-08-02,159.28,159.75,156.16,157.14,151.84,69936800,153.46,150.56,149.5,148.73,150.05,150.05,up
2017-08-03,157.05,157.21,155.02,155.57,150.32,27097300,150.56,149.5,148.73,150.05,157.14,157.14,down
2017-08-04,156.07,157.4,155.69,156.39,151.11,20559900,149.5,148.73,150.05,157.14,155.57,155.57,up
2017-08-07,157.06,158.92,156.67,158.81,153.45,21870300,148.73,150.05,157.14,155.57,156.39,156.39,up
2017-08-08,158.6,161.83,158.27,160.08,154.68,36205900,150.05,157.14,155.57,156.39,158.81,158.81,up
2017-08-09,159.26,161.27,159.11,161.06,155.63,26131500,157.14,155.57,156.39,158.81,160.08,160.08,up
2017-08-10,159.9,160.0,154.63,155.32,150.67,40804300,155.57,156.39,158.81,160.08,161.06,161.06,down
2017-08-11,156.6,158.57,156.07,157.48,152.76,26257100,156.39,158.81,160.08,161.06,155.32,155.32,up
2017-08-14,159.32,160.21,158.75,159.85,155.06,22122700,158.81,160.08,161.06,155.32,157.48,157.48,up
2017-08-15,160.66,162.2,160.14,161.6,156.76,29465500,160.08,161.06,155.32,157.48,159.85,159.85,up
2017-08-16,161.94,162.51,160.15,160.95,156.13,27671600,161.06,155.32,157.48,159.85,161.6,161.6,down
2017-08-17,160.52,160.71,157.84,157.86,153.13,27940600,155.32,157.48,159.85,161.6,160.95,160.95,down
2017-08-18,157.86,159.5,156.72,157.5,152.78,27428100,157.48,159.85,161.6,160.95,157.86,157.86,down
2017-08-21,157.5,157.89,155.11,157.21,152.5,26368500,159.85,161.6,160.95,157.86,157.5,157.5,down
2017-08-22,158.23,160.0,158.02,159.78,154.99,21604600,161.6,160.95,157.86,157.5,157.21,157.21,up
2017-08-23,159.07,160.47,158.88,159.98,155.19,19399100,160.95,157.86,157.5,157.21,159.78,159.78,up
2017-08-24,160.43,160.74,158.55,159.27,154.5,19818900,157.86,157.5,157.21,159.78,159.98,159.98,down
2017-08-25,159.65,160.56,159.27,159.86,155.07,25480100,157.5,157.21,159.78,159.98,159.27,159.27,up
2017-08-28,160.14,162.0,159.93,161.47,156.63,25966000,157.21,159.78,159.98,159.27,159.86,159.86,up
2017-08-29,160.1,163.12,160.0,162.91,158.03,29516900,159.78,159.98,159.27,159.86,161.47,161.47,up
2017-08-30,163.8,163.89,162.61,163.35,158.46,27269600,159.98,159.27,159.86,161.47,162.91,162.91,up
2017-08-31,163.64,164.52,163.48,164.0,159.09,26785100,159.27,159.86,161.47,162.91,163.35,163.35,up
2017-09-01,164.8,164.94,163.63,164.05,159.14,16591100,159.86,161.47,162.91,163.35,164.0,164.0,up
2017-09-05,163.75,164.25,160.56,162.08,157.23,29468500,161.47,162.91,163.35,164.0,164.05,164.05,down
2017-09-06,162.71,162.99,160.52,161.91,157.06,21651700,162.91,163.35,164.0,164.05,162.08,162.08,down
2017-09-07,162.09,162.24,160.36,161.26,156.43,21928500,163.35,164.0,164.05,162.08,161.91,161.91,down
2017-09-08,160.86,161.15,158.53,158.63,153.88,28611500,164.0,164.05,162.08,161.91,161.26,161.26,down
2017-09-11,160.5,162.05,159.89,161.5,156.66,31580800,164.05,162.08,161.91,161.26,158.63,158.63,up
2017-09-12,162.61,163.96,158.77,160.86,156.04,71714000,162.08,161.91,161.26,158.63,161.5,161.5,down
2017-09-13,159.87,159.96,157.91,159.65,154.87,44907400,161.91,161.26,158.63,161.5,160.86,160.86,down
2017-09-14,158.99,159.4,158.09,158.28,153.54,23760700,161.26,158.63,161.5,160.86,159.65,159.65,down
2017-09-15,158.47,160.97,158.0,159.88,155.09,49114600,158.63,161.5,160.86,159.65,158.28,158.28,up
2017-09-18,160.11,160.5,158.0,158.67,153.92,28269400,161.5,160.86,159.65,158.28,159.88,159.88,down
2017-09-19,159.51,159.77,158.44,158.73,153.98,20810600,160.86,159.65,158.28,159.88,158.67,158.67,up
2017-09-20,157.9,158.26,153.83,156.07,151.4,52951400,159.65,158.28,159.88,158.67,158.73,158.73,down
2017-09-21,155.8,155.8,152.75,153.39,148.8,37511700,158.28,159.88,158.67,158.73,156.07,156.07,down
2017-09-22,151.54,152.27,150.56,151.89,147.34,46645400,159.88,158.67,158.73,156.07,153.39,153.39,down
2017-09-25,149.99,151.83,149.16,150.55,146.04,44387300,158.67,158.73,156.07,153.39,151.89,151.89,down
2017-09-26,151.78,153.92,151.69,153.14,148.55,36660000,158.73,156.07,153.39,151.89,150.55,150.55,up
2017-09-27,153.8,154.72,153.54,154.23,149.61,25504200,156.07,153.39,151.89,150.55,153.14,153.14,up
2017-09-28,153.89,154.28,152.7,153.28,148.69,22005500,153.39,151.89,150.55,153.14,154.23,154.23,down
2017-09-29,153.21,154.13,152.0,154.12,149.5,26299800,151.89,150.55,153.14,154.23,153.28,153.28,up
2017-10-02,154.26,154.45,152.72,153.81,149.2,18698800,150.55,153.14,154.23,153.28,154.12,154.12,down
2017-10-03,154.01,155.09,153.91,154.48,149.85,16230300,153.14,154.23,153.28,154.12,153.81,153.81,up
2017-10-04,153.63,153.86,152.46,153.48,148.88,20163800,154.23,153.28,154.12,153.81,154.48,154.48,down
2017-10-05,154.18,155.44,154.05,155.39,150.74,21283800,153.28,154.12,153.81,154.48,153.48,153.48,up
2017-10-06,154.97,155.49,154.56,155.3,150.65,17407600,154.12,153.81,154.48,153.48,155.39,155.39,down
2017-10-09,155.81,156.73,155.49,155.84,151.17,16262900,153.81,154.48,153.48,155.39,155.3,155.3,up
2017-10-10,156.06,158.0,155.1,155.9,151.23,15617000,154.48,153.48,155.39,155.3,155.84,155.84,up
2017-10-11,155.97,156.98,155.75,156.55,151.86,16905600,153.48,155.39,155.3,155.84,155.9,155.9,up
2017-10-12,156.35,157.37,155.73,156.0,151.33,16125100,155.39,155.3,155.84,155.9,156.55,156.55,down
2017-10-13,156.73,157.28,156.41,156.99,152.29,16394200,155.3,155.84,155.9,156.55,156.0,156.0,up
2017-10-16,157.9,160.0,157.65,159.88,155.09,24121500,155.84,155.9,156.55,156.0,156.99,156.99,up
2017-10-17,159.78,160.87,159.23,160.47,155.66,18997300,155.9,156.55,156.0,156.99,159.88,159.88,up
2017-10-18,160.42,160.71,159.6,159.76,154.98,16374200,156.55,156.0,156.99,159.88,160.47,160.47,down
2017-10-19,156.75,157.08,155.02,155.98,151.31,42584200,156.0,156.99,159.88,160.47,159.76,159.76,down
2017-10-20,156.61,157.75,155.96,156.25,151.57,23974100,156.99,159.88,160.47,159.76,155.98,155.98,up
2017-10-23,156.89,157.69,155.5,156.17,151.49,21984300,159.88,160.47,159.76,155.98,156.25,156.25,down
2017-10-24,156.29,157.42,156.2,157.1,152.4,17757200,160.47,159.76,155.98,156.25,156.17,156.17,up
2017-10-25,156.91,157.55,155.27,156.41,151.73,21207100,159.76,155.98,156.25,156.17,157.1,157.1,down
2017-10-26,157.23,157.83,156.78,157.41,152.7,17000500,155.98,156.25,156.17,157.1,156.41,156.41,up
2017-10-27,159.29,163.6,158.7,163.05,158.17,44454200,156.25,156.17,157.1,156.41,157.41,157.41,up
2017-10-30,163.89,168.07,163.72,166.72,161.73,44700800,156.17,157.1,156.41,157.41,163.05,163.05,up
2017-10-31,167.9,169.65,166.94,169.04,163.98,36046800,157.1,156.41,157.41,163.05,166.72,166.72,up
2017-11-01,169.87,169.94,165.61,166.89,161.89,33637800,156.41,157.41,163.05,166.72,169.04,169.04,down
2017-11-02,166.6,168.5,165.28,168.11,163.08,41393400,157.41,163.05,166.72,169.04,166.89,166.89,up
2017-11-03,174.0,174.26,171.12,172.5,167.33,59398600,163.05,166.72,169.04,166.89,168.11,168.11,up
2017-11-06,172.37,174.99,171.72,174.25,169.03,35026300,166.72,169.04,166.89,168.11,172.5,172.5,up
2017-11-07,173.91,175.25,173.6,174.81,169.57,24361500,169.04,166.89,168.11,172.5,174.25,174.25,up
2017-11-08,174.66,176.24,174.33,176.24,170.96,24409500,166.89,168.11,172.5,174.25,174.81,174.81,up
2017-11-09,175.11,176.1,173.14,175.88,170.61,29482600,168.11,172.5,174.25,174.81,176.24,176.24,down
2017-11-10,175.11,175.38,174.27,174.67,170.05,25145500,172.5,174.25,174.81,176.24,175.88,175.88,down
2017-11-13,173.5,174.5,173.4,173.97,169.37,16982100,174.25,174.81,176.24,175.88,174.67,174.67,down
2017-11-14,173.04,173.48,171.18,171.34,166.81,24782500,174.81,176.24,175.88,174.67,173.97,173.97,down
2017-11-15,169.97,170.32,168.38,169.08,164.61,29158100,176.24,175.88,174.67,173.97,171.34,171.34,down
2017-11-16,171.18,171.87,170.3,171.1,166.57,23637500,175.88,174.67,173.97,171.34,169.08,169.08,up
2017-11-17,171.04,171.39,169.64,170.15,165.65,21899500,174.67,173.97,171.34,169.08,171.1,171.1,down
2017-11-20,170.29,170.56,169.56,169.98,165.48,16262400,173.97,171.34,169.08,171.1,170.15,170.15,down
2017-11-21,170.78,173.7,170.78,173.14,168.56,25131300,171.34,169.08,171.1,170.15,169.98,169.98,up
2017-11-22,173.36,175.0,173.05,174.96,170.33,25588900,169.08,171.1,170.15,169.98,173.14,173.14,up
2017-11-24,175.1,175.5,174.65,174.97,170.34,14026700,171.1,170.15,169.98,173.14,174.96,174.96,up
2017-11-27,175.05,175.08,173.34,174.09,169.48,20716800,170.15,169.98,173.14,174.96,174.97,174.97,down
2017-11-28,174.3,174.87,171.86,173.07,168.49,26428800,169.98,173.14,174.96,174.97,174.09,174.09,down
2017-11-29,172.63,172.92,167.16,169.48,165.0,41666400,173.14,174.96,174.97,174.09,173.07,173.07,down
