,Avg,Linear,Log
2019-09-12,0.19804904214559413,0.1541861626248217,0.16589722236459709
2019-09-13,0.23224313725490217,0.23219602302459486,0.24319918396497314
2019-09-14,0.30624722222222234,0.29594855172413775,0.28697294163667925
2019-09-15,0.25614179104477613,0.2106390596745028,0.19555238215086876
2019-09-16,0.2779870017331022,0.28465936781609175,0.2785439713478734
2019-09-17,0.30591265060240963,0.33769712643678146,0.34929106171688495
